store_id,product_id,date,category,sales,price,Discount_Applied,safety_stock,lead_time_days,promotion,is_outlier,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_mean_28,rolling_std_28,store_id_Germany,store_id_India,store_id_Pakistan,store_id_UAE,store_id_UK,store_id_USA,product_id_4K Smart TV,product_id_Air Fryer,product_id_Blender,product_id_Coffee Maker,product_id_Cotton T-Shirt,product_id_Cycling Helmet,product_id_Denim Jeans,product_id_Dumbbell Set,product_id_Face Wash,product_id_Football,product_id_Formal Shirt,product_id_Gaming Laptop,product_id_Hair Serum,product_id_Lipstick Set,product_id_Microwave Oven,product_id_Moisturizing Cream,product_id_Perfume,product_id_Running Shoes,product_id_Smartphone 128GB,product_id_Smartwatch,product_id_Tennis Racket,product_id_Vacuum Cleaner,product_id_Winter Jacket,product_id_Wireless Noise-Canceling Headphones,product_id_Yoga Mat,category_Apparel,category_Beauty,category_Electronics,category_Home & Kitchen,category_Sports
Germany,4K Smart TV,2026-05-08,Electronics,1.0,431.77,0.09,20.0,2.0,1.0,0.0,4,8,19,5,2,0,0.0,0.0,0.0,0.0,0.5714285714285714,1.13389341902771,0.35714285714285715,0.5714285714285714,1.1031460542154998,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Germany,4K Smart TV,2026-05-12,Electronics,2.0,1217.67,0.02,20.0,2.0,1.0,0.0,1,12,20,5,2,0,0.0,0.0,0.0,2.0,0.14285714285714285,0.37796447300932,0.42857142857142855,0.5714285714285714,1.1031460542154998,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Germany,4K Smart TV,2026-05-16,Electronics,3.0,1346.4,0.12,20.0,2.0,1.0,0.0,5,16,20,5,2,1,0.0,0.0,1.0,4.0,0.2857142857142857,0.7559289460184995,0.5,0.5714285714285714,1.1031460542154998,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Germany,4K Smart TV,2026-05-18,Electronics,2.0,935.5,0.1,20.0,2.0,1.0,0.0,0,18,21,5,2,0,0.0,0.0,3.0,0.0,0.7142857142857143,1.253566341056042,0.6428571428571429,0.5357142857142857,0.9993384054849778,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Germany,4K Smart TV,2026-05-21,Electronics,3.0,866.54,0.05,20.0,2.0,1.0,0.0,3,21,21,5,2,0,0.0,0.0,0.0,0.0,0.7142857142857143,1.253566341056042,0.5714285714285714,0.4642857142857143,0.9222413461394526,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Germany,4K Smart TV,2026-05-22,Electronics,3.0,1486.12,0.03,20.0,2.0,1.0,0.0,4,22,21,5,2,0,3.0,0.0,1.0,0.0,1.1428571428571428,1.463850109422819,0.7857142857142857,0.5714285714285714,1.0338196500275463,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Germany,4K Smart TV,2026-05-29,Electronics,3.0,578.42,0.12,20.0,2.0,1.0,0.0,4,29,22,5,2,0,0.0,3.0,0.0,0.0,0.42857142857142855,1.1338934190277108,0.7857142857142857,0.6428571428571429,1.1292175499576176,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Germany,4K Smart TV,2026-06-01,Electronics,3.0,1377.29,0.1,20.0,2.0,1.0,0.0,0,1,23,6,2,0,0.0,0.0,2.0,3.0,0.42857142857142855,1.1338934190277108,0.7857142857142857,0.7142857142857143,1.2128064441201987,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Germany,Air Fryer,2026-04-03,Home & Kitchen,1.0,162.4,0.09,20.0,2.0,1.0,0.0,4,3,14,4,2,0,0.0,0.0,0.0,0.0,0.42857142857142855,1.1338934190276841,0.42857142857142855,0.5,1.2909944487358038,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Air Fryer,2026-04-12,Home & Kitchen,2.0,156.2,0.14,20.0,2.0,1.0,0.0,6,12,15,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5357142857142857,1.2904820476643255,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Air Fryer,2026-04-16,Home & Kitchen,2.0,99.93,0.15,20.0,2.0,1.0,0.0,3,16,16,4,2,0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184583,0.21428571428571427,0.32142857142857145,0.8629652337776939,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Air Fryer,2026-04-22,Home & Kitchen,3.0,141.2,0.01,20.0,2.0,1.0,0.0,2,22,17,4,2,0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184583,0.2857142857142857,0.2857142857142857,0.7628961803617691,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Air Fryer,2026-04-25,Home & Kitchen,3.0,157.39,0.07,20.0,2.0,1.0,0.0,5,25,17,4,2,1,0.0,0.0,0.0,0.0,0.42857142857142855,1.1338934190276841,0.5,0.39285714285714285,0.91648627373632,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Air Fryer,2026-05-07,Home & Kitchen,3.0,203.38,0.01,20.0,2.0,1.0,0.0,3,7,19,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.35714285714285715,0.9114207758701935,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Air Fryer,2026-05-20,Home & Kitchen,3.0,203.89,0.05,20.0,2.0,1.0,0.0,2,20,21,5,2,0,0.0,0.0,0.0,3.0,0.0,0.0,0.21428571428571427,0.32142857142857145,0.9449111825230655,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Blender,2026-04-27,Home & Kitchen,1.0,81.45,0.13,20.0,2.0,1.0,0.0,0,27,18,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Blender,2026-04-28,Home & Kitchen,1.0,282.75,0.13,20.0,2.0,1.0,0.0,1,28,18,4,2,0,1.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092163,0.07142857142857142,0.03571428571428571,0.1889822365046278,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Blender,2026-05-12,Home & Kitchen,1.0,41.85,0.02,20.0,2.0,1.0,0.0,1,12,20,5,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.262265264156491,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Blender,2026-05-13,Home & Kitchen,3.0,289.78,0.08,20.0,2.0,1.0,0.0,2,13,20,5,2,0,1.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092164,0.07142857142857142,0.10714285714285714,0.31497039417436407,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Blender,2026-05-18,Home & Kitchen,2.0,158.11,0.02,20.0,2.0,1.0,0.0,0,18,21,5,2,0,0.0,0.0,0.0,0.0,0.5714285714285714,1.1338934190276777,0.2857142857142857,0.21428571428571427,0.6299407883487157,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Blender,2026-05-25,Home & Kitchen,1.0,51.02,0.15,20.0,2.0,1.0,0.0,0,25,22,5,2,0,0.0,2.0,0.0,1.0,0.2857142857142857,0.7559289460184487,0.42857142857142855,0.2857142857142857,0.7126966450998014,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Blender,2026-05-26,Home & Kitchen,2.0,55.41,0.07,20.0,2.0,1.0,0.0,1,26,22,5,2,0,1.0,0.0,1.0,1.0,0.14285714285714285,0.37796447300921626,0.5,0.2857142857142857,0.7126966450998014,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Blender,2026-05-28,Home & Kitchen,2.0,104.77,0.02,20.0,2.0,1.0,0.0,3,28,22,5,2,0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694375,0.35714285714285715,0.32142857142857145,0.7723735149271048,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-04-03,Home & Kitchen,2.0,299.39,0.14,20.0,2.0,1.0,0.0,4,3,14,4,2,0,0.0,0.0,0.0,0.0,0.5714285714285714,1.1338934190276782,0.42857142857142855,0.32142857142857145,0.7723735149271062,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-04-06,Home & Kitchen,1.0,90.35,0.13,20.0,2.0,1.0,0.0,0,6,15,4,2,0,0.0,1.0,0.0,0.0,0.8571428571428571,1.2149857925879086,0.42857142857142855,0.39285714285714285,0.8317445171439052,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-04-10,Home & Kitchen,1.0,176.92,0.09,20.0,2.0,1.0,0.0,4,10,15,4,2,0,0.0,2.0,0.0,0.0,0.42857142857142855,0.7867957924694384,0.5,0.42857142857142855,0.8357108940373486,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-04-11,Home & Kitchen,3.0,288.98,0.03,20.0,2.0,1.0,0.0,5,11,15,4,2,1,1.0,0.0,0.0,0.0,0.2857142857142857,0.487950036474259,0.5714285714285714,0.4642857142857143,0.8380817098475294,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-04-22,Home & Kitchen,2.0,119.65,0.01,20.0,2.0,1.0,0.0,2,22,17,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.39285714285714285,0.8751417118804372,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-04-23,Home & Kitchen,1.0,38.92,0.04,20.0,2.0,1.0,0.0,3,23,17,4,2,0,2.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184494,0.42857142857142855,0.4642857142857143,0.922241346139451,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-04-28,Home & Kitchen,1.0,274.28,0.06,20.0,2.0,1.0,0.0,1,28,18,4,2,0,0.0,0.0,0.0,3.0,0.42857142857142855,0.7867957924694383,0.21428571428571427,0.4642857142857143,0.922241346139451,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-05-10,Home & Kitchen,2.0,298.45,0.07,20.0,2.0,1.0,0.0,6,10,19,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.4483951394230402,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-05-14,Home & Kitchen,2.0,202.57,0.1,20.0,2.0,1.0,0.0,3,14,20,5,2,0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184494,0.14285714285714285,0.21428571428571427,0.5681120688309035,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-05-26,Home & Kitchen,3.0,140.42,0.06,20.0,2.0,1.0,0.0,1,26,22,5,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.17857142857142858,0.5479640045336526,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-05-30,Home & Kitchen,3.0,115.61500000000001,0.11,20.0,2.0,1.0,0.0,5,30,22,5,2,1,0.0,0.0,0.0,0.0,0.42857142857142855,1.1338934190276784,0.21428571428571427,0.25,0.7515416254704866,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Coffee Maker,2026-05-31,Home & Kitchen,1.0,147.68,0.13,20.0,2.0,1.0,0.0,6,31,22,5,2,1,3.0,0.0,0.0,0.0,0.8571428571428571,1.463850109422797,0.42857142857142855,0.35714285714285715,0.9114207758701997,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Germany,Cotton T-Shirt,2026-04-02,Apparel,3.0,58.1,0.02,20.0,2.0,1.0,0.0,3,2,14,4,2,0,0.0,0.0,3.0,0.0,0.7142857142857143,1.8898223650461419,0.7857142857142857,0.5,1.2322818340454917,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-04-05,Apparel,3.0,81.06,0.11,20.0,2.0,1.0,0.0,6,5,14,4,2,1,0.0,0.0,0.0,0.0,1.1428571428571428,2.0354009783964337,0.5714285714285714,0.5357142857142857,1.2904820476643284,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-04-08,Apparel,3.0,72.76,0.1,20.0,2.0,1.0,0.0,2,8,15,4,2,0,0.0,0.0,0.0,0.0,0.8571428571428571,1.4638501094228065,0.7857142857142857,0.6428571428571429,1.3666473091931473,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-04-09,Apparel,2.0,12.63,0.13,20.0,2.0,1.0,0.0,3,9,15,4,2,0,3.0,3.0,0.0,0.0,1.2857142857142858,1.6035674514745506,1.0,0.75,1.4304881321759708,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-04-13,Apparel,1.0,77.58,0.09,20.0,2.0,1.0,0.0,0,13,16,4,2,0,0.0,0.0,0.0,1.0,0.7142857142857143,1.2535663410560258,1.1428571428571428,0.8214285714285714,1.4415416497771856,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-04-14,Apparel,1.0,119.8,0.02,20.0,2.0,1.0,0.0,1,14,16,4,2,0,1.0,0.0,5.0,0.0,0.8571428571428571,1.2149857925879195,1.2142857142857142,0.8214285714285714,1.4415416497771856,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-04-15,Apparel,3.0,41.51,0.09,20.0,2.0,1.0,0.0,2,15,16,4,2,0,1.0,3.0,0.0,0.0,1.0,1.154700538379259,0.9285714285714286,0.8571428571428571,1.432797980494827,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-04-20,Apparel,2.0,88.51,0.03,20.0,2.0,1.0,0.0,0,20,17,4,2,0,0.0,1.0,0.0,0.0,0.7142857142857143,1.112697280528383,0.7142857142857143,0.75,1.3777329741819166,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-04-26,Apparel,2.0,34.24,0.09,20.0,2.0,1.0,0.0,6,26,17,4,2,1,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184723,0.5,0.8214285714285714,1.389206312933461,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-04-27,Apparel,1.0,90.3,0.14,20.0,2.0,1.0,0.0,0,27,18,4,2,0,2.0,2.0,1.0,0.0,0.5714285714285714,0.975900072948545,0.6428571428571429,0.8928571428571429,1.3968028497458769,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-05-04,Apparel,3.0,104.48,0.1,20.0,2.0,1.0,0.0,0,4,19,5,2,0,0.0,1.0,2.0,0.0,0.14285714285714285,0.3779644730092654,0.35714285714285715,0.5357142857142857,0.9615628812527954,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-05-05,Apparel,2.0,64.94,0.12,20.0,2.0,1.0,0.0,1,5,19,5,2,0,3.0,0.0,0.0,0.0,0.42857142857142855,1.1338934190276928,0.42857142857142855,0.6428571428571429,1.0615950861718084,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-05-06,Apparel,5.0,110.81,0.11,20.0,2.0,1.0,0.0,2,6,19,5,2,0,2.0,0.0,0.0,3.0,0.7142857142857143,1.2535663410560258,0.5714285714285714,0.7142857142857143,1.0837911120705763,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-05-08,Apparel,1.0,52.65,0.05,20.0,2.0,1.0,0.0,4,8,19,5,2,0,0.0,0.0,0.0,0.0,1.4285714285714286,1.988059594776013,0.9285714285714286,0.7142857142857143,1.2724180205607045,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-05-09,Apparel,2.0,60.24,0.08,20.0,2.0,1.0,0.0,5,9,19,5,2,1,1.0,0.0,0.0,0.0,1.5714285714285714,1.9023794624226864,1.0,0.75,1.2656428610993915,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-05-17,Apparel,1.0,119.09,0.11,20.0,2.0,1.0,0.0,6,17,20,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.6428571428571429,1.2236643728386063,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-05-21,Apparel,1.0,72.36,0.09,20.0,2.0,1.0,0.0,3,21,21,5,2,0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092675,0.2857142857142857,0.6071428571428571,1.1968874978625539,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-05-27,Apparel,3.0,34.02,0.02,20.0,2.0,1.0,0.0,2,27,22,5,2,0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092675,0.14285714285714285,0.5357142857142857,1.1700630833624408,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cotton T-Shirt,2026-05-28,Apparel,1.0,125.32,0.07,20.0,2.0,1.0,0.0,3,28,22,5,2,0,3.0,1.0,0.0,0.0,0.5714285714285714,1.1338934190276926,0.35714285714285715,0.6428571428571429,1.2535663410560185,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Germany,Cycling Helmet,2026-04-02,Sports,1.0,140.35,0.05,20.0,2.0,1.0,0.0,3,2,14,4,2,0,0.0,3.0,0.0,0.0,0.42857142857142855,1.1338934190276873,0.21428571428571427,0.2857142857142857,0.8544932592822077,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Germany,Cycling Helmet,2026-04-06,Sports,2.0,135.77,0.08,20.0,2.0,1.0,0.0,0,6,15,4,2,0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300924535,0.2857142857142857,0.25,0.7993052538854533,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
