store_id,product_id,date,category,sales,price,Discount_Applied,safety_stock,lead_time_days,promotion,is_outlier
Germany,4K Smart TV,2026-04-24,Electronics,0.0,1147.66,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-04-25,Electronics,0.0,1147.66,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-04-26,Electronics,0.0,1147.66,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-04-27,Electronics,0.0,1147.66,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-04-28,Electronics,0.0,1147.66,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-04-29,Electronics,0.0,1147.66,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-04-30,Electronics,1.0,1239.84,0.09,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-01,Electronics,0.0,1239.84,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-02,Electronics,1.0,1101.57,0.02,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-03,Electronics,0.0,1101.57,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-04,Electronics,3.0,915.62,0.11,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-05,Electronics,0.0,915.62,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-06,Electronics,0.0,915.62,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-07,Electronics,0.0,915.62,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-08,Electronics,1.0,431.77,0.09,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-09,Electronics,0.0,431.77,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-10,Electronics,0.0,431.77,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-11,Electronics,0.0,431.77,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-12,Electronics,2.0,1217.67,0.02,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-13,Electronics,0.0,1217.67,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-14,Electronics,0.0,1217.67,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-15,Electronics,0.0,1217.67,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-16,Electronics,3.0,1346.4,0.12,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-17,Electronics,0.0,1346.4,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-18,Electronics,2.0,935.5,0.1,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-19,Electronics,0.0,935.5,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-20,Electronics,0.0,935.5,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-21,Electronics,3.0,866.54,0.05,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-22,Electronics,3.0,1486.12,0.03,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-23,Electronics,0.0,1486.12,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-24,Electronics,0.0,1486.12,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-25,Electronics,0.0,1486.12,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-26,Electronics,0.0,1486.12,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-27,Electronics,0.0,1486.12,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-28,Electronics,0.0,1486.12,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-29,Electronics,3.0,578.42,0.12,20.0,2.0,1.0,0.0
Germany,4K Smart TV,2026-05-30,Electronics,0.0,578.42,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-05-31,Electronics,0.0,578.42,,20.0,2.0,0.0,0.0
Germany,4K Smart TV,2026-06-01,Electronics,3.0,1377.29,0.1,20.0,2.0,1.0,0.0
Germany,Air Fryer,2026-04-02,Home & Kitchen,0.0,82.705,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-03,Home & Kitchen,1.0,162.4,0.09,20.0,2.0,1.0,0.0
Germany,Air Fryer,2026-04-04,Home & Kitchen,0.0,162.4,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-05,Home & Kitchen,0.0,162.4,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-06,Home & Kitchen,0.0,162.4,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-07,Home & Kitchen,0.0,162.4,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-08,Home & Kitchen,0.0,162.4,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-09,Home & Kitchen,0.0,162.4,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-10,Home & Kitchen,0.0,162.4,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-11,Home & Kitchen,0.0,162.4,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-12,Home & Kitchen,2.0,156.2,0.14,20.0,2.0,1.0,0.0
Germany,Air Fryer,2026-04-13,Home & Kitchen,0.0,156.2,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-14,Home & Kitchen,0.0,156.2,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-15,Home & Kitchen,0.0,156.2,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-16,Home & Kitchen,2.0,99.93,0.15,20.0,2.0,1.0,0.0
Germany,Air Fryer,2026-04-17,Home & Kitchen,0.0,99.93,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-18,Home & Kitchen,0.0,99.93,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-19,Home & Kitchen,0.0,99.93,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-20,Home & Kitchen,0.0,99.93,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-21,Home & Kitchen,0.0,99.93,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-22,Home & Kitchen,3.0,141.2,0.01,20.0,2.0,1.0,0.0
Germany,Air Fryer,2026-04-23,Home & Kitchen,0.0,141.2,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-24,Home & Kitchen,0.0,141.2,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-25,Home & Kitchen,3.0,157.39,0.07,20.0,2.0,1.0,0.0
Germany,Air Fryer,2026-04-26,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-27,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-28,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-29,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-04-30,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-01,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-02,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-03,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-04,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-05,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-06,Home & Kitchen,0.0,157.39,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-07,Home & Kitchen,3.0,203.38,0.01,20.0,2.0,1.0,0.0
Germany,Air Fryer,2026-05-08,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-09,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-10,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-11,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-12,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-13,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-14,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-15,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-16,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-17,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-18,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-19,Home & Kitchen,0.0,203.38,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-20,Home & Kitchen,3.0,203.89,0.05,20.0,2.0,1.0,0.0
Germany,Air Fryer,2026-05-21,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-22,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-23,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-24,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-25,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-26,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-27,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-28,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-29,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-30,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-05-31,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Air Fryer,2026-06-01,Home & Kitchen,0.0,203.89,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-02,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-03,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-04,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-05,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-06,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-07,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-08,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-09,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-10,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-11,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-12,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-13,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-14,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-15,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-16,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-17,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-18,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-19,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-20,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-21,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-22,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-23,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-24,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-25,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-26,Home & Kitchen,0.0,213.975,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-27,Home & Kitchen,1.0,81.45,0.13,20.0,2.0,1.0,0.0
Germany,Blender,2026-04-28,Home & Kitchen,1.0,282.75,0.13,20.0,2.0,1.0,0.0
Germany,Blender,2026-04-29,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-04-30,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-01,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-02,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-03,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-04,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-05,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-06,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-07,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-08,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-09,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-10,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-11,Home & Kitchen,0.0,282.75,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-12,Home & Kitchen,1.0,41.85,0.02,20.0,2.0,1.0,0.0
Germany,Blender,2026-05-13,Home & Kitchen,3.0,289.78,0.08,20.0,2.0,1.0,0.0
Germany,Blender,2026-05-14,Home & Kitchen,0.0,289.78,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-15,Home & Kitchen,0.0,289.78,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-16,Home & Kitchen,0.0,289.78,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-17,Home & Kitchen,0.0,289.78,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-18,Home & Kitchen,2.0,158.11,0.02,20.0,2.0,1.0,0.0
Germany,Blender,2026-05-19,Home & Kitchen,0.0,158.11,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-20,Home & Kitchen,0.0,158.11,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-21,Home & Kitchen,0.0,158.11,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-22,Home & Kitchen,0.0,158.11,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-23,Home & Kitchen,0.0,158.11,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-24,Home & Kitchen,0.0,158.11,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-25,Home & Kitchen,1.0,51.02,0.15,20.0,2.0,1.0,0.0
Germany,Blender,2026-05-26,Home & Kitchen,2.0,55.41,0.07,20.0,2.0,1.0,0.0
Germany,Blender,2026-05-27,Home & Kitchen,0.0,55.41,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-28,Home & Kitchen,2.0,104.77,0.02,20.0,2.0,1.0,0.0
Germany,Blender,2026-05-29,Home & Kitchen,0.0,104.77,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-30,Home & Kitchen,0.0,104.77,,20.0,2.0,0.0,0.0
Germany,Blender,2026-05-31,Home & Kitchen,0.0,104.77,,20.0,2.0,0.0,0.0
Germany,Blender,2026-06-01,Home & Kitchen,0.0,104.77,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-02,Home & Kitchen,0.0,72.97,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-03,Home & Kitchen,2.0,299.39,0.14,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-04-04,Home & Kitchen,0.0,299.39,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-05,Home & Kitchen,0.0,299.39,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-06,Home & Kitchen,1.0,90.35,0.13,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-04-07,Home & Kitchen,0.0,90.35,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-08,Home & Kitchen,0.0,90.35,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-09,Home & Kitchen,0.0,90.35,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-10,Home & Kitchen,1.0,176.92,0.09,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-04-11,Home & Kitchen,3.0,288.98,0.03,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-04-12,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-13,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-14,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-15,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-16,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-17,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-18,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-19,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-20,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-21,Home & Kitchen,0.0,288.98,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-22,Home & Kitchen,2.0,119.65,0.01,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-04-23,Home & Kitchen,1.0,38.92,0.04,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-04-24,Home & Kitchen,0.0,38.92,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-25,Home & Kitchen,0.0,38.92,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-26,Home & Kitchen,0.0,38.92,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-27,Home & Kitchen,0.0,38.92,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-28,Home & Kitchen,1.0,274.28,0.06,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-04-29,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-04-30,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-01,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-02,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-03,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-04,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-05,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-06,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-07,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-08,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-09,Home & Kitchen,0.0,274.28,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-10,Home & Kitchen,2.0,298.45,0.07,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-05-11,Home & Kitchen,0.0,298.45,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-12,Home & Kitchen,0.0,298.45,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-13,Home & Kitchen,0.0,298.45,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-14,Home & Kitchen,2.0,202.57,0.1,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-05-15,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-16,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-17,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-18,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-19,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-20,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-21,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-22,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-23,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-24,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-25,Home & Kitchen,0.0,202.57,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-26,Home & Kitchen,3.0,140.42,0.06,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-05-27,Home & Kitchen,0.0,140.42,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-28,Home & Kitchen,0.0,140.42,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-29,Home & Kitchen,0.0,140.42,,20.0,2.0,0.0,0.0
Germany,Coffee Maker,2026-05-30,Home & Kitchen,3.0,115.61500000000001,0.11,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-05-31,Home & Kitchen,1.0,147.68,0.13,20.0,2.0,1.0,0.0
Germany,Coffee Maker,2026-06-01,Home & Kitchen,0.0,147.68,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-02,Apparel,3.0,58.1,0.02,20.0,2.0,1.0,0.0
Germany,Cotton T-Shirt,2026-04-03,Apparel,0.0,58.1,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-04,Apparel,0.0,58.1,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-05,Apparel,3.0,81.06,0.11,20.0,2.0,1.0,0.0
Germany,Cotton T-Shirt,2026-04-06,Apparel,0.0,81.06,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-07,Apparel,0.0,81.06,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-08,Apparel,3.0,72.76,0.1,20.0,2.0,1.0,0.0
Germany,Cotton T-Shirt,2026-04-09,Apparel,2.0,12.63,0.13,20.0,2.0,1.0,0.0
Germany,Cotton T-Shirt,2026-04-10,Apparel,0.0,12.63,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-11,Apparel,0.0,12.63,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-12,Apparel,0.0,12.63,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-13,Apparel,1.0,77.58,0.09,20.0,2.0,1.0,0.0
Germany,Cotton T-Shirt,2026-04-14,Apparel,1.0,119.8,0.02,20.0,2.0,1.0,0.0
Germany,Cotton T-Shirt,2026-04-15,Apparel,3.0,41.51,0.09,20.0,2.0,1.0,0.0
Germany,Cotton T-Shirt,2026-04-16,Apparel,0.0,41.51,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-17,Apparel,0.0,41.51,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-18,Apparel,0.0,41.51,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-19,Apparel,0.0,41.51,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-20,Apparel,2.0,88.51,0.03,20.0,2.0,1.0,0.0
Germany,Cotton T-Shirt,2026-04-21,Apparel,0.0,88.51,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-22,Apparel,0.0,88.51,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-23,Apparel,0.0,88.51,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-24,Apparel,0.0,88.51,,20.0,2.0,0.0,0.0
Germany,Cotton T-Shirt,2026-04-25,Apparel,0.0,88.51,,20.0,2.0,0.0,0.0
